,sent_id_and_idx,word_idx,word,processed_word
970,60,12,जोर,जोर
971,60,13,दिया,दे
972,60,14,गया,जा
973,60,15,है,है
974,61,1,तरुण,तरुण
975,61,2,ने,ने
976,61,3,इस,यह
977,61,4,बात,बात
978,61,5,को,को
979,61,6,इस,यह
980,61,7,तरह,तरह
981,61,8,पेश,पेश
982,61,9,किया:,कर
983,61,10,कुछ,कुछ
984,61,11,लोगों,लोग
985,61,12,ने,ने
986,61,13,मुझे,मैं
987,61,14,बताया,बता
988,61,15,कि,कि
989,61,16,हमारा,हम
990,61,17,काम,काम
991,61,18,काफी,काफी
992,61,19,मिलता,मिल
993,61,20,जुलता,जुल
994,61,21,है,है
995,62,1,लेकिन,लेकिन
996,62,2,शांतनु,शांतनु
997,62,3,ने,ने
998,62,4,विजुअल,विजुअल
999,62,5,प्रिंटिंग,प्रिंटिंग
1000,62,6,की,कर
1001,62,7,है,है
1002,63,1,यह,यह
1003,63,2,कारीगरी,कारीगरी
1004,63,3,पूरी,पूरा
1005,63,4,दुनिया,दुनिया
1006,63,5,में,में
1007,63,6,चल,चल
1008,63,7,रही,रह
1009,63,8,है,है
1010,63,9,और,और
1011,63,10,इसका,यह
1012,63,11,कोई,कोई
1013,63,12,पेटेंट,पेटेंट
1014,63,13,नहीं,नहीं
1015,63,14,हो,हो
1016,63,15,सकता,सक
1017,64,1,"सो,",सो
1018,64,2,उन्होंने,वह
1019,64,3,भी,भी
1020,64,4,बाद,बाद
1021,64,5,दोपहर,दोपहर
1022,64,6,एक,एक
1023,64,7,प्रेसकांफ्रेंस,प्रेसकांफ्रेंस
1024,64,8,बुलाई,बुला
1025,64,9,और,और
1026,64,10,साफ-साफ,साफसाफ
1027,64,11,कहाः,कहाः
1028,64,12,"हां,",हाँ
1029,64,13,मैंने,मैं
1030,64,14,इस,यह
1031,64,15,कपड़े,कपडा
1032,64,16,को,को
1033,64,17,खुद,खुद
1034,64,18,डिजाइन,डिजाइन
1035,64,19,नहीं,नहीं
1036,64,20,किया,कर
1037,64,21,है,है
1038,65,1,फैशन,फैशन
1039,65,2,डिजाइनरों,डिजाइनर
1040,65,3,का,का
1041,65,4,कहना,कह
1042,65,5,है,है
1043,65,6,कि,कि
1044,65,7,सबसे,सबसे
1045,65,8,ज्यादा,ज्यादा
1046,65,9,नकल,नकल
1047,65,10,या,या
1048,65,11,चोरी,चोरी
1049,65,12,मोनोपली,मोनोपली
1050,65,13,डिजाइन,डिजाइन
1051,65,14,की,का
1052,65,15,होती,हो
1053,65,16,है,है
1054,66,1,दिग्गज,दिग्गज
1055,66,2,डिजाइनर,डिजाइनर
1056,66,3,इन,यह
1057,66,4,बातों,बात
1058,66,5,को,को
1059,66,6,बखूबी,बखूबी
1060,66,7,जानते,जान
1061,66,8,हैं,है
1062,66,9,इसलिए,इसलिए
1063,66,10,कई,कई
1064,66,11,बार,बार
1065,66,12,ध्यान,ध्यान
1066,66,13,नहीं,नहीं
1067,66,14,देते,दे
1068,66,15,हैं,है
1069,67,1,दिल्ली,दिल्ली
1070,67,2,मीडिया,मीडिया
1071,67,3,का,का
1072,67,4,मक्का-मदीना,मक्कामदीना
1073,67,5,है,है
1074,68,1,इसलिए,इसलिए
1075,68,2,यहां,यहाँ
1076,68,3,चोरी,चोरी
1077,68,4,उछालने,उछाल
1078,68,5,पर,पर
1079,68,6,इस,यह
1080,68,7,बात,बात
1081,68,8,की,का
1082,68,9,गारंटी,गारंटी
1083,68,10,तो,तो
1084,68,11,रहती,रह
1085,68,12,ही,ही
1086,68,13,है,है
1087,68,14,कि,कि
1088,68,15,माल,माल
1089,68,16,भले,भला
1090,68,17,न,न
1091,68,18,बिके,बिक
1092,68,19,लेकिन,लेकिन
1093,68,20,पब्लिसिटी,पब्लिसिटी
1094,68,21,और,और
1095,68,22,देर,देर
1096,68,23,रात,रात
1097,68,24,की,का
1098,68,25,पार्टियों,पार्टी
1099,68,26,में,में
1100,68,27,चर्चा,चर्चा
1101,68,28,तो,तो
1102,68,29,होगी,हो
1103,69,1,जैसा,जैसा
1104,69,2,कि,कि
1105,69,3,डिजाइनर,डिजाइनर
1106,69,4,स्वप्न,स्वप्न
1107,69,5,सीमा,सीमा
1108,69,6,कहती,कह
1109,69,7,हैं,है
1110,69,8,कि,कि
1111,69,9,अगर,अगर
1112,69,10,हमारे,हम
1113,69,11,डिजाइन,डिजाइन
1114,69,12,की,का
1115,69,13,कॉपी,कॉपी
1116,69,14,नहीं,नहीं
1117,69,15,होती,हो
1118,69,16,है,है
1119,69,17,तो,तो
1120,69,18,लगता,लग
1121,69,19,है,है
1122,69,20,कि,कि
1123,69,21,कहीं,कहीं
1124,69,22,कुछ,कुछ
1125,69,23,गड़बड़,गड़बड़
1126,69,24,है,है
1127,70,1,नकलची,नकलची
1128,70,2,या,या
1129,70,3,चोर,चोर
1130,70,4,इस,यह
1131,70,5,बात,बात
1132,70,6,का,का
1133,70,7,फायदा,फायदा
1134,70,8,उठा,उठा
1135,70,9,रहे,रह
1136,70,10,हैं,है
1137,70,11,कि,कि
1138,70,12,ज्यादातर,ज्यादातर
1139,70,13,डिजाइनर,डिजाइनर
1140,70,14,अपने,अपना
1141,70,15,डिजाइन,डिजाइन
1142,70,16,का,का
1143,70,17,पेटेंट,पेटेंट
1144,70,18,या,या
1145,70,19,कॉपीराइट,कॉपीराइट
1146,70,20,नहीं,नहीं
1147,70,21,कराते,करा
1148,71,1,डिजाइनर,डिजाइनर
1149,71,2,वेंडेल,वेंडेल
1150,71,3,रॅड्रिक्स,रॅड्रिक्स
1151,71,4,का,का
1152,71,5,कहना,कह
1153,71,6,है,है
1154,71,7,कि,कि
1155,71,8,हम,हम
1156,71,9,इतनी,इतना
1157,71,10,मशक्कत,मशक्कत
1158,71,11,और,और
1159,71,12,पैसा,पैसा
1160,71,13,खर्च,खर्च
1161,71,14,करके,कर
1162,71,15,भला,भला
1163,71,16,अपने,अपना
1164,71,17,कितने,कितना
1165,71,18,डिजाइन,डिजाइन
1166,71,19,कॉपीराइट,कॉपीराइट
1167,71,20,करा,कर
1168,71,21,सकते,सक
1169,71,22,हैं,है
1170,72,1,इसलिए,इसलिए
1171,72,2,हम,हम
1172,72,3,लोग,लोग
1173,72,4,इस,यह
1174,72,5,पचड़े,पचड़े
1175,72,6,में,में
1176,72,7,नहीं,नहीं
1177,72,8,पड़ना,पड़ना
1178,72,9,चाहते,चाह
1179,73,1,रोजाना,रोजाना
1180,73,2,नया,नया
1181,73,3,विवाद,विवाद
1182,74,1,अगर,अगर
1183,74,2,कुछ,कुछ
1184,74,3,ओरिजनल,ओरिजनल
1185,74,4,है,है
1186,74,5,तो,तो
1187,74,6,पुराने,पुराना
1188,74,7,दिग्गज,दिग्गज
1189,74,8,फैशन,फैशन
1190,74,9,डिजाइनरों,डिजाइनर
1191,74,10,का,का
1192,74,11,काम,काम
1193,74,12,ही,ही
1194,74,13,सिर,सिर
1195,74,14,चढ़कर,चढ़कर
1196,74,15,बोल,बोल
1197,74,16,रहा,रह
1198,74,17,है,है
